,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
54824,0,193754,0,726,1050415,2,1,15931.5,10.4,0,8,0,189126,260392,0,0
3265,1,193732,0,706,471295,2,1,11900.27,6.5,0,8,0,67583,148500,0,0
20464,0,193732,0,715,1747430,1,0,13833.9,13.2,45,7,0,202464,365728,0,0
60547,0,193732,1,694,778164,2,1,11607.67,15.2,0,16,0,214073,398508,0,0
62893,0,193732,0,748,1342369,0,1,13759.23,16.2,0,10,1,57646,470052,1,0
64246,1,193732,0,733,1394220,2,1,8992.7,17.5,0,8,0,373274,598642,0,0
73418,1,193732,0,726,1057749,0,1,14896.57,21.3,57,12,0,684893,906356,0,0
15392,0,193710,0,730,743508,2,1,3884.74,10.5,0,9,0,117021,221760,0,0
28905,0,193688,0,716,1520760,1,1,23191.59,25.5,13,9,4,28158,101222,0,2
57960,0,193688,0,748,674671,0,4,4666.59,17.7,0,9,0,68666,350306,0,0
85185,0,193688,0,736,760380,0,1,3820.9,10.9,0,7,0,116546,301224,0,0
15188,0,193666,0,699,1022124,2,1,15927.89,13.7,0,24,0,359157,727034,0,0
22627,0,193666,0,734,966359,0,1,13448.58,8.7,0,9,0,109459,178508,0,0
35825,0,193666,1,669,565383,0,1,10176.97,13.6,14,9,0,153919,266398,0,0
10462,1,193644,0,738,601312,2,1,12276.66,11.4,58,10,0,139175,202444,0,0
12447,0,193644,0,720,480529,2,1,10211.36,23.9,79,10,1,221122,373230,1,0
39021,0,193644,0,706,1429598,0,1,22277.88,22,12,20,0,190684,758736,0,0
39305,0,193644,0,736,1207830,2,1,13084.92,10.9,28,10,0,247665,715132,0,0
18846,0,193622,0,736,1337771,0,1,16610.56,13.5,15,13,0,95551,133298,0,0
25524,0,193622,0,706,931570,2,1,2290.26,8.7,0,5,0,69787,114290,0,0
27559,0,193622,0,663,465044,2,1,9378.21,5.4,0,10,0,119396,312774,0,0
39227,1,193622,0,739,489896,2,1,12288.44,17.2,37,14,0,204611,290356,0,0
40308,1,193622,0,720,722076,2,1,18172.17,15.4,0,16,0,358169,824494,0,0
19388,0,193600,1,645,1486256,2,4,11951.95,8.4,0,7,0,93024,273372,0,0
32244,1,193600,0,705,1224512,1,1,5051.15,11.4,0,4,0,36613,69872,0,0
46721,0,193600,0,707,1140000,2,1,14535,18.6,56,16,0,128554,197934,0,0
69369,0,193600,0,733,1207583,0,1,5353.63,29.6,26,9,0,181792,318428,0,0
71357,0,193600,1,686,1254000,0,1,11390.5,17.5,0,12,0,114988,176110,0,0
38696,0,193578,0,736,840560,2,1,9876.39,20.3,8,7,1,52934,173162,0,1
39877,1,193556,0,718,1544453,0,0,3011.69,24.5,9,8,0,64714,135256,0,0
62678,0,193556,0,745,2746868,0,0,12773.13,12.4,26,6,1,33497,248688,1,0
66948,0,193556,0,744,780121,2,1,13847.2,12,16,9,0,172292,333630,0,0
21503,0,193534,0,747,1299942,0,1,3824.13,16.2,78,8,0,167124,344300,0,0
72711,0,193534,0,748,1603828,0,1,30606.34,24.5,0,13,0,356364,716386,0,0
7837,0,193512,0,722,740696,2,1,7715.71,11.8,0,12,0,101346,199892,0,0
33958,0,193512,0,727,687040,2,1,15859.11,10.1,5,13,0,379734,1118810,0,0
62402,0,193512,0,746,965580,0,1,21805.73,11.1,0,13,0,280877,527098,0,0
66393,1,193490,1,664,2304852,0,1,17420.91,16.3,51,7,0,78869,108966,0,0
77049,1,193490,0,728,2320850,2,1,31718.22,25.6,36,10,0,212420,386738,0,0
36546,0,193468,0,705,582882,2,4,2331.49,12.9,0,6,0,60401,121440,0,0
49107,0,193468,0,715,556947,2,1,1485.23,33.5,0,6,1,42275,70928,1,0
49811,0,193468,0,705,380627,2,1,9864.61,17,25,7,0,263986,535326,0,0
84141,1,193468,0,739,1002497,0,1,24060.08,20.5,53,14,0,164407,229922,0,0
17194,0,193446,0,746,1225158,0,1,4808.71,15,23,6,0,82042,296890,0,0
33665,0,193446,0,724,1113780,2,1,20883.47,15.8,67,12,0,151373,251482,0,0
11276,0,193424,0,717,949145,1,1,15819.02,17.6,0,11,0,489896,948574,0,0
26519,0,193424,0,707,1193903,0,4,26166.23,20.9,0,11,1,146566,292578,1,0
59309,0,193424,0,747,816259,0,1,4822.77,18.9,11,14,0,231648,728860,0,0
36491,0,193402,0,723,1039756,0,1,4444.86,21.2,0,5,0,34504,211376,0,0
8623,0,193380,1,643,696255,2,1,8587.05,22.5,0,7,0,183996,224730,0,0
82022,1,193380,0,703,556719,0,1,10484.96,10.7,0,8,0,139916,232100,0,0
14152,0,193358,0,735,1072056,2,1,6209.01,31.8,0,4,1,36366,110792,1,0
49371,0,193358,0,737,1539950,0,1,30285.43,20.4,75,45,0,604618,2194632,0,0
52526,0,193358,1,705,519555,0,6,2247.13,26,6,5,0,206397,300982,0,0
65956,0,193358,0,743,760703,1,1,11346.99,12.2,45,8,0,107331,225544,0,0
77271,0,193358,0,748,831744,2,2,13099.93,20.2,0,6,0,239875,391204,0,0
80934,1,193358,0,709,1294907,0,4,14244.11,24,0,7,0,172596,219142,0,0
2144,1,193336,0,734,853803,2,1,17147.12,11.4,60,15,0,110675,587840,0,0
36233,1,193336,0,741,890473,2,1,12837.73,10,63,9,0,40261,204446,0,0
56126,0,193336,0,728,1043537,2,1,15739.98,18.4,39,11,0,168758,213070,0,0
69011,0,193336,0,733,1632537,2,1,30474.1,30.6,0,15,1,45334,299992,1,0
36276,1,193314,0,748,890378,1,1,17139.9,23.2,0,13,0,173166,626582,0,0
65804,0,193314,0,742,834746,0,1,6566.59,9.3,32,18,0,198151,283602,0,0
18017,0,193292,0,711,612085,2,1,13720.66,25.6,7,19,0,137541,264088,0,0
30508,0,193292,0,746,1298346,0,1,25209.58,12,67,11,0,298851,661628,0,0
45471,0,193292,0,715,779000,2,1,6082.66,19.6,34,8,0,147136,210606,0,0
51984,1,193292,0,730,479655,0,1,6355.5,16.6,15,12,0,224580,393976,0,0
58414,0,193292,0,747,1483824,0,1,29305.6,35,0,10,0,1050377,1583626,0,0
8989,0,193248,0,742,741760,2,1,12548.17,30.6,0,10,0,240692,947980,0,0
14734,0,193248,0,717,1409344,0,1,24546.1,8.8,0,9,0,218728,272602,0,0
32992,0,193248,0,748,1001376,2,1,11015.06,12.2,0,8,0,54473,1051424,0,0
48350,0,193248,0,749,1112640,2,1,19285.76,16.7,0,7,0,236322,424908,0,0
50507,0,193248,0,713,677027,2,1,4908.46,7.4,0,8,0,115805,185218,0,0
60095,0,193248,0,748,593408,2,1,6082.47,13.6,0,5,0,84398,287408,0,0
77450,1,193248,0,724,1726492,0,1,48917.02,18.3,0,11,0,261383,317922,0,0
13147,1,193226,0,713,741684,0,4,6922.27,20.4,45,11,0,214187,461824,0,0
66869,0,193226,0,712,846108,0,1,3518.42,17,0,5,0,112271,261030,0,0
70559,0,193204,0,741,537662,2,1,7616.91,15,33,21,0,115976,645568,0,0
75246,0,193182,0,743,921139,1,0,3868.78,15,69,7,0,39691,245718,0,0
83058,1,193182,0,727,1112298,0,1,17147.88,24.2,0,14,0,435005,836682,0,0
7375,1,193160,0,688,982338,0,1,8922.97,16,81,10,1,90060,283382,1,0
20315,0,193160,0,741,1557050,0,0,4632.2,21,0,6,0,172216,425194,0,0
45909,0,193160,0,734,488718,2,1,13195.31,25.7,0,9,2,110561,245718,1,1
46851,0,193160,0,730,2320337,0,0,29584.14,18.2,24,7,0,69388,117986,0,0
71601,1,193160,0,706,814682,1,1,16700.81,11.8,56,13,0,192565,294184,0,0
69533,0,193138,0,744,941450,2,1,5648.7,20.7,43,9,0,179873,474430,0,0
80583,0,193138,0,748,1352876,0,1,9199.61,17.1,0,11,0,191045,676500,0,0
8373,0,193116,0,737,1223030,0,1,26600.76,16.8,23,7,0,78432,347974,0,0
24749,0,193094,0,725,741152,0,6,5966.19,18.4,76,3,1,33592,143528,1,0
63497,0,193094,0,736,1204372,0,8,16359.38,16.4,40,16,0,153425,696652,0,0
42309,1,193072,1,661,797734,0,1,15090.18,15.8,43,20,0,196802,273570,0,0
27297,0,193050,0,736,1296750,2,1,10730.63,19.6,27,25,0,217588,1266078,0,0
19182,0,192984,0,703,501410,1,1,7437.74,14.8,0,9,0,136990,245564,0,0
18837,1,192962,0,643,491948,2,2,5698.29,13,0,6,0,44954,190014,0,0
23455,0,192896,0,715,463562,2,1,8537.46,16.7,30,12,0,78983,147488,0,0
30034,0,192874,0,750,1054595,0,1,9051.98,18.8,0,14,0,424631,1633522,0,0
2395,0,192852,0,705,660554,0,1,9412.79,6.3,23,7,0,95114,299288,0,0
41643,1,192786,0,740,433276,2,1,4513.26,15.5,0,8,0,165889,363110,0,0
71413,0,192786,0,701,490542,0,4,6009.13,13.3,0,7,0,0,0,0,0
16619,0,192742,0,727,490219,2,1,9763.34,15.8,0,8,0,129789,295240,0,0
44052,1,192742,0,722,506426,2,1,9242.36,12.5,59,13,0,114456,230076,0,0
50508,0,192720,0,693,1532939,2,1,18395.42,18.5,36,10,0,111720,138930,0,0
56169,0,192720,0,716,637602,2,1,7173.07,19,0,4,1,97622,136180,1,0
24715,0,192698,0,743,908561,0,1,17868.55,35.3,39,13,0,600058,1059146,0,0
59715,0,192676,0,732,705679,2,1,11055.53,13.4,0,11,0,183597,523578,0,0
13580,0,192654,0,736,2212189,0,1,28389.61,18.6,0,9,0,1054177,1404634,0,0
60862,1,192654,0,732,593218,2,2,13545.29,11.9,0,36,0,40432,1800634,0,0
72758,0,192632,0,739,1242904,2,1,17504.32,16.7,0,10,1,169651,327404,1,0
39243,0,192610,0,737,502436,0,1,3240.83,15.3,22,5,0,88464,181918,0,0
18667,0,192588,0,722,1469593,0,1,22043.8,19.6,0,15,0,251864,385264,0,0
74747,0,192566,0,735,1518556,0,1,13034.19,14.8,0,8,0,313329,391798,0,0
70353,1,192522,0,736,631256,2,1,16517.65,20.3,13,17,0,118750,376728,0,0
9008,0,192500,0,745,539486,1,1,10920.06,17.9,0,10,0,166535,277442,0,0
82456,0,192500,0,742,738891,0,1,11206.58,26,0,17,0,196631,1094566,0,0
9506,1,192456,0,681,966340,0,1,28667.96,20.4,9,11,0,160968,246224,0,0
76872,0,192434,0,729,755896,0,1,17574.62,19.8,60,19,0,313538,623810,0,0
49717,0,192390,0,704,920816,2,1,23020.78,9.2,0,8,0,104405,157410,0,0
25258,0,192368,0,680,579519,0,3,14584.59,8.3,0,6,0,17157,178948,0,0
47206,1,192368,0,723,697471,2,3,9357.88,9,0,11,0,185706,470514,0,0
33984,0,192346,0,717,888193,0,1,22944.78,15.2,0,11,1,55955,158004,1,0
77878,0,192324,1,736,1370603,0,1,28588.35,20.1,0,16,0,551931,2016036,0,0
14915,0,192280,0,687,854069,2,1,8042.32,11.8,41,8,1,24111,313588,1,0
67253,0,192280,0,715,475817,0,1,10705.74,20.9,6,6,0,262694,328482,0,0
75034,0,192214,0,729,1122330,2,1,13000.37,22.3,62,6,0,142747,212168,0,0
4749,0,192170,0,724,942970,2,1,10372.67,13.1,0,10,0,145502,314314,0,0
39833,0,192170,0,747,867540,2,1,19085.69,10,0,9,0,14535,841830,0,0
75727,0,192170,0,676,865944,2,4,4596.86,5.3,0,4,0,144286,202752,0,0
19867,0,192126,0,744,1018856,2,1,15197.91,17.9,0,12,1,178961,343662,1,0
75318,0,192126,0,708,474107,1,1,7783.16,17.6,0,10,0,164084,575696,0,0
19070,0,192060,0,733,753996,2,1,7854.22,16.1,54,12,1,86279,266398,1,0
74841,0,192060,0,726,1130880,2,1,21486.72,17.7,70,10,1,97299,309496,1,0
81885,0,192038,0,742,942305,0,1,17668.29,14.5,0,9,0,334533,517176,0,0
61912,1,191994,0,730,1150146,0,1,24824.07,18.4,0,7,0,899137,1249842,0,0
24502,0,191950,0,747,682328,0,1,11451.68,22.4,0,14,0,200488,527560,0,0
68425,0,191928,0,698,1695294,2,1,29526.38,17.9,0,12,0,129238,157014,0,0
23670,0,191906,0,750,347909,2,1,4638.85,10.8,0,8,0,187226,989846,0,0
26027,0,191884,1,712,929765,0,0,18672.82,14,0,7,0,629356,776072,0,0
58121,1,191862,0,724,537738,2,3,12143.85,8.8,0,9,0,99826,173052,0,0
82837,0,191818,0,724,1390344,0,6,14714.36,20.4,16,7,0,66994,93676,0,0
10033,0,191796,0,728,696160,0,1,9978.23,11.6,0,11,0,93062,188056,0,0
13710,0,191752,0,747,2427478,0,1,29534.17,26.5,25,13,0,395333,727760,0,0
14256,0,191752,0,714,711835,2,1,11312.22,17.1,53,4,0,61199,146102,0,0
36722,1,191730,0,726,825379,2,1,15269.54,13,17,6,0,41477,103268,0,0
55441,0,191730,0,707,413953,2,1,10452.09,14.3,0,8,0,114247,217932,0,0
80637,0,191708,0,741,756048,0,1,10332.77,14.3,0,7,0,131062,205062,0,0
1559,1,191686,0,710,1166334,0,4,13510.14,23.4,16,5,0,423282,527010,0,0
17163,1,191686,0,713,652840,1,1,15504.76,22.4,56,6,0,202920,254826,0,0
25445,0,191664,0,710,1487928,1,1,5244.95,13.4,19,8,0,142082,185240,0,0
37429,0,191664,0,740,623143,0,1,13034,17.8,0,12,0,311030,449042,0,0
56367,0,191664,0,750,1012605,0,1,10041.69,20.9,38,8,0,21660,491634,0,0
70670,0,191664,0,708,1128600,0,1,14295.6,50,0,10,0,167770,220000,0,0
71957,1,191664,0,710,596809,2,4,4774.51,22.7,32,14,1,78204,200772,1,0
58904,0,191642,0,719,1257819,2,1,5565.86,7.6,45,6,0,70870,131516,0,0
14488,0,191620,0,745,1323920,0,1,17210.77,11.9,0,11,0,178923,410234,0,0
23699,0,191598,0,712,1109372,0,3,13497.41,15.8,0,11,1,142861,689194,1,0
43726,0,191598,0,702,488908,2,1,11448.64,10.9,0,15,0,188480,285274,0,0
4857,0,191576,0,706,475437,1,4,6061.76,23.8,0,7,0,223858,363528,0,0
19562,0,191576,0,724,604751,0,1,7005.11,55.8,70,9,0,82403,259270,0,0
40915,0,191576,0,745,1045304,1,6,0,26.9,0,4,1,0,0,1,0
66992,1,191576,0,735,525578,2,1,15241.42,17,68,8,0,186504,369776,0,0
77156,0,191576,0,739,1338911,1,5,3068.31,12,18,8,1,100453,265562,1,0
28354,0,191510,0,714,574769,0,1,8908.91,18,0,10,0,181849,261228,0,0
28854,0,191510,0,720,486457,2,1,9080.48,39.2,15,15,0,197315,360360,0,0
57880,0,191510,0,742,947606,2,1,4414.27,20.2,50,11,1,156484,450714,0,0
70439,1,191488,0,728,416993,2,8,8687.37,32.4,0,6,0,155211,219450,0,0
32278,1,191466,0,751,1167246,0,4,25173.67,33.5,0,14,0,273201,1375352,0,0
50165,0,191422,0,736,1417020,2,1,7309.49,12.5,18,21,0,135698,240592,0,0
57549,1,191400,0,710,510264,0,1,11693.74,30,0,9,0,496318,799282,0,0
59904,0,191400,0,747,2469715,0,1,55774.12,22,6,16,0,945611,1636646,0,0
63441,0,191378,0,708,887813,0,1,18718.23,14.3,0,23,0,73625,87538,0,0
37147,0,191356,0,723,480453,2,1,13572.65,24.6,0,6,0,163210,243518,0,0
40311,0,191356,0,720,435651,0,1,5409.11,10.7,0,3,0,157833,219406,0,0
65662,0,191356,0,745,634467,2,1,16654.83,10.9,0,15,0,188727,296912,0,0
78438,1,191334,0,731,745997,2,1,5806.21,16,27,6,0,58406,409860,0,0
82528,0,191334,0,731,481745,0,1,7266.17,8.5,0,14,0,208962,537680,0,0
40686,0,191312,0,735,505533,0,1,10826.77,13,22,5,0,95589,153494,0,0
41629,1,191290,0,744,502588,2,1,10805.68,13.5,0,8,0,149150,597608,0,0
26288,0,191268,0,695,505267,2,1,9557.76,16.5,0,12,0,317547,700348,0,0
75801,1,191268,1,631,499852,2,4,9747,23.1,28,6,0,152589,1090606,0,0
41959,1,191246,0,735,756865,0,1,21570.89,12.7,70,15,0,323874,750024,0,0
18091,0,191224,0,708,960165,2,1,12082.1,13.7,0,11,2,37544,231220,2,0
51140,0,191224,0,739,864158,2,1,18003.07,12.8,0,5,0,283993,367026,0,0
60385,1,191224,0,735,962597,0,1,12112.69,9.4,0,8,0,181754,231792,0,0
74489,1,191224,0,737,576099,2,1,14306.43,10.3,0,6,0,164958,291170,0,0
15861,0,191202,0,737,473157,2,1,11276.69,7.9,0,12,0,201248,442992,0,0
24350,0,191202,0,739,1554200,2,1,11410.26,14.9,0,10,0,112632,256234,0,0
12231,0,191180,0,745,1065539,0,1,14029.6,31.9,0,11,1,165566,367246,1,0
52943,0,191180,0,722,900600,0,1,14034.35,12.2,23,10,0,163837,393580,0,0
46583,0,191158,0,721,1294489,0,1,13268.46,17.5,4,9,0,221806,486420,0,0
78742,1,191158,0,733,651035,2,1,10850.52,11.3,0,16,0,185554,433158,0,0
16255,0,191114,0,748,1256869,0,4,9845.42,14.9,0,8,0,69369,333234,0,0
77952,1,191114,0,725,475114,0,7,8393.82,27.3,0,10,0,261877,894498,0,0
1222,0,191092,0,728,1875490,0,1,20161.47,15.6,14,12,0,231914,568942,0,0
43181,1,191092,0,743,810692,2,1,12761.54,14,0,8,0,64923,116204,0,0
59029,0,191092,0,736,502075,2,1,10125.1,17.7,0,9,1,155572,292886,1,0
61385,0,191092,0,745,873734,2,1,16382.37,11,0,17,0,167542,262856,0,0
18456,0,191070,0,708,1526232,1,1,10340.18,14.4,23,8,0,78660,192148,0,0
44942,1,191070,0,683,1003618,0,0,22246.72,14,48,11,1,144666,421960,0,0
58091,0,191048,0,683,490238,1,4,11643.39,13.5,33,8,1,163058,377630,0,1
67280,1,191048,0,719,1211782,2,1,17570.82,15.8,15,14,0,56582,107932,0,0
2782,1,191026,0,745,831991,0,1,23711.62,18.2,0,15,0,574959,1260886,0,0
9973,0,191026,0,718,650636,2,1,14964.59,15.5,16,13,0,71896,429154,0,0
66846,0,191026,0,740,621072,2,1,15060.92,18.2,0,9,0,89015,301334,0,0
35928,0,191004,0,739,1137606,2,1,10333.34,14.2,43,10,0,130682,451660,0,0
44486,0,191004,0,719,1170913,0,1,8811.25,16,0,7,1,27132,92400,1,0
53437,1,191004,0,724,378689,2,1,6343.15,16.1,0,9,0,212857,288266,0,0
75999,0,191004,0,740,501486,0,1,6185.07,29.6,37,14,0,145407,1002232,0,0
36797,0,190982,0,715,501771,2,1,3976.51,13.5,0,9,0,145312,374726,0,0
21958,0,190960,0,735,698497,2,1,14668.57,17.9,18,9,0,116033,264990,0,0
75406,0,190960,0,710,1124496,0,1,19303.81,13.5,30,12,0,54378,179872,0,0
80644,0,190960,0,734,483132,2,1,9743.01,33.7,0,13,0,191653,348392,0,0
41235,0,190938,0,729,749512,2,1,12679.27,19.1,0,9,0,135603,203918,0,0
5301,0,190916,0,741,824372,0,1,8449.87,12.2,68,8,0,151620,873488,0,0
47363,0,190916,0,665,966074,0,3,10063.16,20.1,44,9,0,123538,161282,0,0
5090,0,190894,0,733,896591,0,1,12626.83,16,0,14,0,109896,553234,0,0
53022,0,190894,0,725,861764,2,1,15942.71,18.1,0,13,0,283727,455664,0,0
54433,0,190894,0,718,2834325,2,1,25509.02,11.4,45,11,0,195966,360162,0,0
40574,0,190872,0,741,1857440,0,1,28016.26,18,0,10,1,78109,133386,1,0
16372,0,190850,0,702,1276686,2,1,18512.08,35.5,67,13,0,199785,359766,0,0
32470,0,190850,0,713,1207222,0,1,19214.7,23.9,41,18,0,231534,333432,0,0
35636,0,190850,0,746,842859,2,1,20649.96,16,0,15,0,412775,611974,0,0
65049,0,190850,0,724,863360,0,1,20216.76,22.7,79,5,1,88293,137786,1,0
50547,0,190828,0,738,2035907,2,1,13962.91,8.5,43,9,0,192584,374748,0,0
22034,0,190806,0,747,374528,1,4,3033.73,29.7,0,21,0,110884,1860672,0,0
10996,0,190784,0,709,872271,0,1,14828.55,17.6,35,12,0,179018,318890,0,0
13554,0,190784,0,708,1007950,0,1,14615.37,25,23,9,1,127110,215512,1,0
43256,0,190784,0,750,1841461,0,1,20869.98,23.9,0,15,0,230983,1114366,0,0
67624,0,190784,0,734,516002,2,1,13330.02,16.6,0,9,0,120650,156090,0,0
27389,0,190762,0,724,579158,2,1,7818.69,9.1,0,6,0,103740,178508,0,0
41426,1,190762,0,738,580336,0,1,5658.39,43.5,0,11,0,213902,417670,0,0
45454,0,190740,0,751,1029534,2,1,15957.72,19,0,7,0,63213,472230,0,0
47814,1,190718,0,749,1310183,2,1,15067.19,17.4,0,8,0,102714,277244,0,0
23922,0,190696,0,715,411730,2,1,2525.29,5.8,0,4,0,120156,212410,0,0
55853,1,190674,0,719,1172034,0,1,14259.69,23.4,46,12,0,224390,356906,0,0
56001,1,190674,0,738,371108,2,1,1274.14,16.7,0,4,0,26486,257642,0,0
18977,1,190652,0,674,534565,2,1,6891.3,10.7,0,7,0,220115,259270,0,0
18841,0,190630,0,738,870960,0,1,19886.92,15.4,48,11,0,62339,113850,0,0
27029,0,190630,0,738,748372,1,1,12535.25,11.5,0,7,0,212287,344278,0,0
3317,1,190608,0,716,1048857,2,1,25784.52,11.8,28,10,0,135413,223344,0,0
19031,0,190608,0,744,935275,2,1,11612.99,14.7,0,11,0,173774,296780,0,0
45638,0,190608,0,734,894425,2,1,13490.95,28.9,23,8,0,58140,147642,0,0
22517,0,190586,0,744,1028698,0,1,3463.32,25,37,7,0,132221,305580,0,0
43810,1,190586,0,735,784282,0,1,10783.83,45.9,16,9,0,318858,457512,0,0
84869,0,190586,0,737,1065064,0,4,3949.72,8.2,0,9,0,77121,551276,0,0
17659,1,190564,0,730,460598,0,1,5527.29,16,0,7,0,347738,677842,0,0
74591,1,190564,0,745,813162,2,1,19583.68,16.1,26,5,0,116394,170390,0,0
78745,0,190564,0,736,580830,2,1,8712.45,17.5,73,8,0,168283,224224,0,0
79360,0,190564,0,736,1028603,2,1,11057.43,10.2,0,12,0,110447,266442,0,0
73813,0,190542,0,740,1122824,2,1,14035.3,15,0,12,1,69939,369820,1,0
84274,0,190542,0,666,967955,2,4,20085.09,20.5,25,13,0,157871,233178,0,0
75625,0,190520,0,730,1152407,0,1,14020.86,25,1,20,1,108110,797258,0,0
146,0,190498,0,706,892164,2,1,8996.12,13.2,64,6,0,88160,117744,0,0
76224,0,190498,0,714,988988,2,1,14257.98,16.3,35,6,0,106818,129910,0,0
83507,0,190498,0,735,1741977,0,1,12498.77,25,44,8,0,164065,345378,0,0
27212,0,190476,0,715,945269,2,1,6096.91,9,0,12,0,187587,401500,0,0
60010,0,190476,0,735,642903,2,1,14465.27,12.1,0,8,0,172843,411818,0,0
23211,0,190454,0,736,1051308,0,1,19974.89,18.5,32,18,0,457957,753214,0,0
40986,0,190454,0,740,541766,2,4,9390.56,15,0,5,0,241813,488642,0,0
28461,1,190432,1,739,912646,0,0,25401.86,18.5,81,12,0,236417,497706,0,0
9611,1,190410,0,724,484595,2,1,9207.4,17,0,14,0,276963,586256,0,0
32787,1,190410,0,744,489155,0,1,8234.22,10.5,0,12,0,331892,793980,0,0
75992,0,190410,0,749,1360894,0,1,10286.03,16.6,0,9,0,379981,1157860,0,0
38060,0,190388,0,730,3736920,2,1,16224.48,10.4,65,10,2,64828,160072,1,1
48963,1,190388,0,738,444904,1,1,8045.55,23.4,0,9,1,123595,363220,1,0
56741,0,190366,0,715,570228,2,1,10739.37,14.3,0,4,0,54036,143198,0,0
78363,1,190366,0,677,734996,0,1,8513.71,21.5,0,8,0,136249,176858,0,0
81404,0,190366,0,748,905198,0,1,16746.22,19,0,10,0,0,0,0,0
2086,1,190344,0,731,870314,2,1,8340.43,15.7,0,6,0,140809,239778,0,0
12711,0,190344,0,723,947967,2,1,19275.5,26,16,11,0,104215,154528,0,0
49477,1,190322,0,729,657495,2,1,10191.22,23.5,0,7,0,266114,349360,0,0
79393,0,190322,0,747,1017279,2,1,15615.15,13.8,0,8,0,108927,183326,0,0
43218,1,190278,0,684,548074,2,1,17264.35,17.1,0,13,0,385833,667810,0,0
44304,0,190278,0,739,637982,0,1,16427.78,11.2,0,15,0,207879,778976,0,0
45600,0,190278,0,733,751184,2,1,5014.1,17.7,60,10,1,97413,332728,1,0
34651,0,190234,0,709,657172,0,1,16977.07,10.4,61,12,1,200811,306746,0,1
75283,0,190234,0,732,1005100,2,1,18845.53,16.6,58,11,0,95437,152240,0,0
57296,0,190212,0,741,1405297,1,1,20376.74,19.4,31,27,0,187929,9066794,0,0
69307,1,190212,0,712,2252868,2,3,35670.41,16.7,0,3,0,37829,56144,0,0
12228,0,190190,0,717,1062879,2,1,18422.97,22.4,13,7,0,84588,136400,0,0
15582,0,190190,0,725,1089916,0,1,20345.2,14.7,10,15,0,139289,364914,0,0
47138,0,190190,0,739,1623132,0,1,18395.42,21.8,0,11,0,862638,1109812,0,0
10062,1,190168,0,729,830813,2,1,10108.19,8.5,0,8,0,159866,319704,0,0
46693,0,190124,0,678,685767,0,1,14401.05,25.4,61,10,2,167656,389026,2,0
84780,1,190124,0,745,965865,2,4,10785.35,14.6,0,13,0,302556,459734,0,0
15975,1,190102,0,742,772616,2,1,13971.46,8.7,0,8,0,90839,190212,0,0
49517,0,190102,0,732,618089,2,1,10971.17,11.8,0,4,0,209266,353210,0,0
32282,0,190080,0,731,1772149,0,1,27025.22,26.6,40,6,0,88122,114532,0,0
14706,0,190058,0,741,772464,0,1,15449.28,10,0,12,0,133114,281776,0,0
60457,0,190036,0,729,1748133,1,1,20977.52,17,7,18,0,443289,556710,0,0
76861,0,190014,0,742,1737531,0,1,13842.26,16,0,9,1,89756,199078,1,0
78744,0,189970,0,710,1048097,2,1,9345.72,16,25,8,0,28234,120670,0,0
7612,0,189926,0,745,1827933,0,1,27571.28,14.4,0,14,0,390051,673112,0,0
4064,0,189882,0,731,894482,2,1,12970.16,15,0,10,0,162925,407440,0,0
29636,1,189882,0,732,2115916,2,1,32796.66,28.4,0,7,0,270180,389598,0,0
33082,0,189860,0,737,929005,2,1,16335.06,12.8,0,7,0,172007,236544,0,0
35163,0,189860,0,747,1550970,0,1,7212.02,13.8,0,24,0,146376,1994014,0,0
17958,0,189838,0,736,763838,2,4,10566.47,16.1,20,9,0,103455,370832,0,0
2756,1,189816,0,737,713621,2,1,11715.21,11.8,0,13,0,148162,303622,0,0
39739,0,189816,0,723,1967070,0,1,30981.4,14.9,0,14,0,269534,1009976,0,0
77727,0,189816,0,740,527953,2,1,13155.22,12.8,73,6,0,231629,299002,0,0
3054,0,189772,0,743,1367525,1,6,2119.64,16.5,8,8,0,82327,982740,0,0
22784,0,189772,0,716,578436,2,1,4704.59,5.8,0,9,0,154109,301444,0,0
74814,1,189750,0,699,424137,1,1,4877.68,12.1,0,9,0,214605,430650,0,0
8392,0,189728,1,677,767771,2,1,13743.27,24.5,17,7,0,62662,111650,0,0
31342,0,189728,0,712,933527,2,1,16647.8,10.1,0,14,0,370956,583616,0,0
38932,0,189728,0,702,804935,2,1,12208.26,8.9,57,3,0,101384,144232,0,0
67583,0,189684,0,747,1904940,0,1,19049.4,19.1,32,19,0,176719,1286956,0,0
5190,0,189640,0,731,677483,0,4,2551.89,23.8,0,7,2,6365,566962,2,0
42262,0,189640,0,721,1213872,2,1,23367.15,26.2,19,6,0,33592,66924,0,0
64829,1,189640,0,638,1252423,2,1,27970.66,10.9,71,6,1,40432,116138,1,0
66029,0,189618,0,751,481650,1,4,3640.59,36.6,31,6,0,55613,1170972,0,0
15281,0,189574,1,693,716281,2,4,11400.76,14.6,0,8,0,102600,247522,0,0
70658,0,189574,0,705,954655,0,4,4566.46,14.5,13,12,0,86697,272052,0,0
64370,1,189552,0,728,484367,2,1,11140.27,14.9,0,7,0,119377,168168,0,0
